transaction_id,client_id,месяц,сумма,категория
287,5,3,2667.42,Транспорт
288,5,3,2476.4,Транспорт
289,5,3,57516.51,Путешествия
290,5,3,10684.5,Одежда
291,5,3,6686.48,Рестораны
292,5,3,3990.14,Продукты
293,5,3,18525.04,Путешествия
294,5,3,7366.48,Рестораны
295,5,4,11111.78,Одежда
296,5,4,10083.03,Одежда
297,5,4,8016.5,Здоровье
298,5,4,4400.8,Транспорт
299,5,4,7664.48,Образование
300,5,5,7734.2,Развлечения
301,5,5,3776.75,Продукты
302,5,5,6845.61,Развлечения
303,5,5,2524.04,Продукты
304,5,6,11863.27,Путешествия
305,5,6,6529.67,Одежда
306,5,6,2039.91,Продукты
307,5,6,3501.94,Развлечения
308,5,6,27891.33,Путешествия
309,5,6,14607.72,Одежда
310,5,6,21916.06,Путешествия
311,5,6,34665.19,Путешествия
312,5,6,11344.55,Путешествия
313,5,6,3378.38,Развлечения
314,5,6,4550.83,Прочее
315,5,6,4324.26,Здоровье
316,5,6,2228.55,Рестораны
317,5,6,2959.02,Продукты
318,5,6,11552.81,Рестораны
319,5,7,5289.34,Продукты
320,5,7,3277.12,Рестораны
321,5,7,1933.3,Транспорт
322,5,7,2275.01,Продукты
323,5,7,3539.64,Развлечения
324,5,7,3124.93,Развлечения
325,5,7,3570.71,Одежда
326,5,7,2082.27,Продукты
327,5,7,761.53,Развлечения
328,5,7,17590.45,Одежда
329,5,8,4588.58,Продукты
330,5,8,8313.74,Рестораны
331,5,8,5858.35,Продукты
332,5,8,29004.56,Путешествия
333,5,8,4957.0,Прочее
334,5,8,5222.99,Одежда
335,5,9,2318.2,Транспорт
336,5,9,3348.22,Рестораны
337,5,9,17459.35,Рестораны
338,5,9,4195.31,Продукты
339,5,9,10735.29,Одежда
340,5,9,1215.44,Транспорт
341,5,9,10343.07,Рестораны
342,5,9,4632.25,Продукты
343,5,10,2311.16,Развлечения
344,5,10,1376.14,Развлечения
345,5,10,1837.5,Здоровье
346,5,10,6080.53,Рестораны
347,5,10,5182.42,Транспорт
348,5,10,4135.25,Продукты
349,5,10,2364.53,Рестораны
350,5,10,1166.51,Транспорт
351,5,10,9057.71,Одежда
352,5,11,1208.75,Развлечения
353,5,11,5368.21,Продукты
354,5,11,12397.2,Путешествия
355,5,11,46668.46,Одежда
356,5,11,25353.81,Одежда
357,5,11,5131.62,Развлечения
358,5,11,2513.92,Транспорт
359,5,11,2244.48,Транспорт
360,5,11,4370.58,Здоровье
361,5,11,5177.04,Развлечения
362,5,11,3557.56,Рестораны
363,5,11,5060.49,Одежда
364,5,11,16262.57,Образование
365,5,11,2608.18,Продукты
366,5,12,20309.61,Путешествия
367,5,12,31817.91,Путешествия
368,5,12,7516.18,Одежда
369,5,12,22024.29,Путешествия
370,5,12,1567.82,Транспорт
371,5,12,7040.49,Рестораны
372,5,12,20777.83,Путешествия
373,6,1,2817.35,Коммунальные услуги
374,6,1,4053.95,Продукты
375,6,1,5676.28,Рестораны
376,6,1,2837.72,Рестораны
377,6,2,4644.49,Развлечения
378,6,2,15151.96,Путешествия
379,6,2,1189.72,Транспорт
380,6,2,9805.39,Одежда
381,6,2,4868.69,Здоровье
382,6,3,4083.17,Прочее
383,6,3,30823.85,Путешествия
384,6,3,30349.29,Путешествия
385,6,3,2310.38,Рестораны
386,6,4,3755.63,Рестораны
387,6,4,3049.89,Продукты
388,6,4,2557.79,Транспорт
389,6,5,3056.34,Прочее
390,6,5,2879.96,Продукты
391,6,5,2398.05,Продукты
392,6,5,3096.18,Продукты
393,6,6,1385.65,Рестораны
394,6,6,1815.99,Транспорт
395,6,6,3634.21,Прочее
396,6,6,1619.22,Продукты
397,6,6,5306.68,Рестораны
398,6,6,1726.38,Транспорт
399,6,6,1760.13,Продукты
400,6,6,3229.66,Рестораны
401,6,7,2099.02,Продукты
402,6,7,2928.97,Транспорт
403,6,7,2546.42,Транспорт
404,6,7,18250.9,Путешествия
405,6,8,3415.03,Здоровье
406,6,8,1007.82,Развлечения
407,6,8,1056.97,Здоровье
408,6,8,59524.51,Путешествия
409,6,9,21800.15,Путешествия
410,6,9,57775.91,Путешествия
411,6,9,2065.29,Продукты
412,6,9,2332.54,Развлечения
413,6,9,30694.96,Путешествия
414,6,10,2628.52,Развлечения
415,6,10,20640.11,Одежда
416,6,10,1810.55,Транспорт
417,6,10,1965.62,Транспорт
418,6,10,2211.37,Одежда
419,6,11,2000.71,Транспорт
420,6,11,4177.59,Рестораны
421,6,11,4809.87,Рестораны
422,6,11,3317.49,Коммунальные услуги
423,6,11,34307.01,Путешествия
424,6,11,8539.48,Продукты
425,6,11,15503.18,Одежда
426,6,11,17138.7,Образование
427,6,11,6857.09,Одежда
428,6,12,3209.95,Продукты
429,6,12,2973.04,Продукты
430,6,12,9162.33,Рестораны
431,7,1,8184.64,Путешествия
432,7,1,34616.89,Путешествия
433,7,1,2937.79,Рестораны
434,7,2,4449.88,Продукты
435,7,2,3176.44,Здоровье
436,7,2,39094.48,Путешествия
437,7,3,1754.86,Транспорт
438,7,3,1204.29,Транспорт
439,7,4,14571.23,Одежда
440,7,4,2627.37,Рестораны
441,7,5,5236.16,Путешествия
442,7,5,10904.44,Путешествия
443,7,5,4231.54,Развлечения
444,7,5,8447.52,Одежда
445,7,6,6087.99,Продукты
446,7,6,3947.82,Рестораны
447,7,6,1848.98,Развлечения
448,7,6,4648.92,Коммунальные услуги
449,7,6,4982.7,Здоровье
450,7,7,18397.14,Путешествия
451,7,7,3113.54,Продукты
452,7,7,2770.9,Транспорт
453,7,7,3625.05,Прочее
454,7,7,1568.01,Развлечения
455,7,7,2284.28,Развлечения
456,7,8,3219.51,Продукты
457,7,8,23114.7,Путешествия
458,7,8,2900.35,Одежда
459,7,8,25188.07,Путешествия
460,7,8,3334.25,Коммунальные услуги
461,7,9,8155.51,Образование
462,7,9,20533.42,Путешествия
463,7,9,4156.28,Продукты
464,7,9,19333.13,Образование
465,7,9,6284.29,Одежда
466,7,10,6962.02,Образование
467,7,10,3891.79,Продукты
468,7,10,3237.4,Здоровье
469,7,10,1686.62,Развлечения
470,7,11,2310.24,Здоровье
471,7,11,7681.95,Одежда
472,7,11,12651.12,Путешествия
473,7,11,980.52,Транспорт
474,7,11,2166.75,Транспорт
475,7,11,56170.57,Путешествия
476,7,12,15921.16,Путешествия
477,7,12,3646.97,Здоровье
478,7,12,3361.04,Прочее
479,7,12,3445.82,Рестораны
480,8,1,5819.56,Одежда
481,8,1,50239.5,Путешествия
482,8,1,6646.65,Рестораны
483,8,1,22133.01,Путешествия
484,8,1,2550.5,Продукты
485,8,2,4490.13,Рестораны
486,8,2,3739.77,Развлечения
487,8,2,1699.43,Транспорт
488,8,2,24302.03,Путешествия
489,8,2,6738.19,Рестораны
490,8,2,1982.78,Транспорт
491,8,2,2892.92,Транспорт
492,8,2,4561.19,Продукты
493,8,2,1043.88,Транспорт
494,8,2,14886.97,Одежда
495,8,3,4891.55,Рестораны
496,8,3,25865.44,Путешествия
497,8,3,12467.89,Продукты
498,8,3,4464.65,Здоровье
499,8,3,3910.94,Рестораны
500,8,3,40143.78,Путешествия
501,8,3,2730.94,Транспорт
502,8,3,2950.16,Продукты
503,8,4,1127.31,Продукты
504,8,4,3119.48,Рестораны
505,8,4,8111.84,Продукты
506,8,4,24186.72,Путешествия
507,8,5,1184.5,Транспорт
508,8,5,2936.41,Здоровье
509,8,5,5924.78,Одежда
510,8,5,4419.46,Прочее
511,8,5,2355.44,Развлечения
512,8,6,9123.93,Продукты
513,8,6,1445.09,Рестораны
514,8,6,4878.73,Продукты
515,8,6,9049.38,Коммунальные услуги
516,8,6,11520.6,Рестораны
517,8,6,1354.18,Рестораны
518,8,7,7938.84,Одежда
519,8,7,6157.24,Рестораны
520,8,7,31024.67,Путешествия
521,8,7,2856.26,Продукты
522,8,7,16114.79,Образование
523,8,7,2584.98,Развлечения
524,8,7,2133.12,Транспорт
525,8,7,13643.36,Образование
526,8,8,23444.12,Путешествия
527,8,8,6296.78,Коммунальные услуги
528,8,8,2031.06,Транспорт
529,8,8,7667.63,Здоровье
530,8,8,3379.27,Продукты
531,8,8,18191.37,Коммунальные услуги
532,8,9,3331.43,Транспорт
533,8,9,6071.25,Здоровье
534,8,9,7808.76,Развлечения
535,8,10,1542.69,Транспорт
536,8,10,1504.94,Развлечения
537,8,10,3564.64,Транспорт
538,8,10,2316.77,Развлечения
539,8,10,6181.54,Продукты
540,8,10,7937.09,Одежда
541,8,10,5105.24,Рестораны
542,8,10,4699.11,Рестораны
543,8,10,4370.11,Развлечения
544,8,10,2822.76,Транспорт
545,8,11,4567.11,Одежда
546,8,11,3775.23,Развлечения
547,8,11,7995.99,Продукты
548,8,11,1997.2,Транспорт
549,8,12,12207.02,Рестораны
550,8,12,34075.38,Путешествия
551,8,12,14691.26,Одежда
552,8,12,9968.28,Здоровье
553,8,12,20261.22,Путешествия
554,8,12,8539.28,Путешествия
555,8,12,8902.93,Образование
556,8,12,3667.99,Коммунальные услуги
557,9,1,9916.32,Образование
558,9,1,1905.14,Транспорт
559,9,1,6619.58,Рестораны
560,9,1,2471.38,Транспорт
561,9,1,10642.28,Одежда
562,9,1,4649.31,Развлечения
563,9,1,15464.07,Путешествия
564,9,1,7965.65,Здоровье
565,9,2,8140.85,Здоровье
566,9,2,4556.4,Продукты
567,9,2,4640.16,Продукты
568,9,2,32811.69,Путешествия
569,9,2,5304.95,Продукты
570,9,2,2449.42,Транспорт
571,9,2,1385.09,Транспорт
572,9,2,11830.49,Образование
573,9,3,2360.82,Здоровье
574,9,3,7438.29,Продукты
575,9,3,21576.78,Путешествия
576,9,3,9516.26,Путешествия
577,9,3,11354.38,Образование
578,9,3,3951.62,Транспорт
579,9,3,3067.34,Рестораны
580,9,3,3627.83,Прочее
581,9,3,2629.68,Развлечения
582,9,3,2017.12,Развлечения
583,9,3,3360.17,Развлечения
584,9,3,2499.55,Продукты
585,9,4,2627.54,Рестораны
586,9,4,2719.2,Развлечения
587,9,4,3699.1,Продукты
588,9,5,3820.99,Здоровье
589,9,5,5606.64,Образование
590,9,5,6966.54,Продукты
591,9,5,25912.71,Путешествия
592,9,6,13678.0,Образование
593,9,6,8161.77,Рестораны
594,9,6,2945.33,Рестораны
595,9,6,7442.57,Продукты
596,9,6,3123.93,Рестораны
597,9,6,48539.86,Путешествия
598,9,6,19155.41,Образование
599,9,6,1623.22,Транспорт
600,9,6,1314.53,Транспорт
601,9,7,15167.41,Одежда
602,9,7,8101.49,Здоровье
603,9,8,4215.72,Коммунальные услуги
604,9,8,12697.43,Путешествия
605,9,8,3452.81,Рестораны
606,9,8,3080.36,Продукты
607,9,8,17224.77,Одежда
608,9,8,2677.11,Рестораны
609,9,8,10536.53,Рестораны
610,9,9,12711.49,Рестораны
611,9,9,3808.49,Развлечения
612,9,9,19834.46,Одежда
613,9,9,11385.11,Рестораны
614,9,9,6622.13,Рестораны
615,9,9,16332.4,Путешествия
616,9,9,53275.7,Путешествия
617,9,9,4567.06,Здоровье
618,9,10,9616.58,Одежда
619,9,10,5476.81,Рестораны
620,9,10,3538.36,Рестораны
621,9,10,2921.98,Продукты
622,9,10,17075.27,Путешествия
623,9,10,7622.7,Рестораны
624,9,11,1930.68,Продукты
625,9,11,49113.55,Путешествия
626,9,11,3402.35,Продукты
627,9,11,6158.44,Продукты
628,9,12,2136.96,Развлечения
629,9,12,2213.15,Продукты
630,9,12,2565.11,Транспорт
631,9,12,36759.12,Путешествия
632,9,12,44032.72,Путешествия
633,9,12,3048.14,Продукты
634,9,12,24533.26,Путешествия
635,10,1,1208.03,Продукты
636,10,1,1325.77,Транспорт
637,10,1,3926.38,Здоровье
638,10,1,6524.35,Коммунальные услуги
639,10,1,5044.86,Продукты
640,10,2,15504.16,Одежда
641,10,2,1276.25,Транспорт
642,10,2,2488.83,Здоровье
643,10,2,1571.38,Транспорт
644,10,2,18318.36,Путешествия
645,10,3,5988.38,Продукты
646,10,3,4228.4,Развлечения
647,10,3,1668.52,Рестораны
648,10,3,3275.63,Коммунальные услуги
649,10,3,6204.36,Одежда
650,10,4,2380.9,Рестораны
651,10,4,13042.75,Образование
652,10,4,2600.95,Продукты
653,10,4,2014.95,Развлечения
654,10,4,3897.04,Рестораны
655,10,4,3215.86,Продукты
656,10,4,5487.68,Рестораны
657,10,4,9720.98,Здоровье
658,10,4,39864.16,Путешествия
659,10,4,7018.97,Коммунальные услуги
660,10,5,10832.83,Коммунальные услуги
661,10,5,5857.26,Развлечения
662,10,5,2190.33,Развлечения
663,10,6,5331.45,Коммунальные услуги
664,10,6,1641.74,Продукты
665,10,6,11836.69,Путешествия
666,10,7,1855.44,Продукты
667,10,7,6306.03,Продукты
668,10,7,921.47,Транспорт
669,10,7,7941.36,Коммунальные услуги
670,10,7,19578.46,Путешествия
671,10,8,860.2,Транспорт
672,10,8,3851.62,Транспорт
673,10,8,6757.58,Продукты
674,10,8,890.02,Транспорт
675,10,8,4492.67,Одежда
676,10,9,3084.48,Продукты
677,10,9,2209.14,Транспорт
678,10,9,13771.58,Путешествия
679,10,9,3138.77,Продукты
680,10,9,5086.49,Рестораны
681,10,10,2305.26,Транспорт
682,10,10,6735.49,Продукты
683,10,10,2107.59,Транспорт
684,10,10,2214.31,Здоровье
685,10,10,3089.06,Транспорт
686,10,10,2784.24,Развлечения
687,10,11,3950.22,Рестораны
688,10,11,25483.72,Образование
689,10,11,10528.46,Продукты
690,10,11,3185.51,Развлечения
691,10,11,7122.83,Образование
692,10,11,16695.01,Одежда
693,10,11,3817.95,Транспорт
694,10,11,4067.09,Развлечения
695,10,11,2740.9,Развлечения
696,10,11,1996.73,Развлечения
697,10,12,6046.77,Рестораны
698,10,12,4373.99,Рестораны
699,10,12,8581.85,Образование
700,10,12,2234.75,Развлечения
701,10,12,9246.93,Путешествия
702,10,12,19222.23,Путешествия
703,10,12,5004.1,Развлечения
704,10,12,5032.31,Одежда
705,10,12,20050.09,Коммунальные услуги
706,11,1,9734.19,Образование
707,11,1,811.06,Здоровье
708,11,1,10659.38,Рестораны
709,11,1,3668.85,Прочее
710,11,1,12973.02,Путешествия
711,11,2,14956.0,Образование
712,11,2,30764.47,Путешествия
713,11,2,1985.8,Развлечения
714,11,2,1838.87,Продукты
715,11,2,8444.52,Одежда
716,11,3,2444.62,Рестораны
717,11,3,14566.47,Путешествия
718,11,3,27480.44,Путешествия
719,11,4,6766.62,Рестораны
720,11,4,5007.73,Одежда
721,11,4,2894.18,Коммунальные услуги
722,11,5,6010.1,Рестораны
723,11,5,17235.23,Путешествия
724,11,5,5924.46,Коммунальные услуги
725,11,6,5202.43,Образование
726,11,6,15540.0,Путешествия
727,11,6,15110.56,Путешествия
728,11,6,1207.95,Коммунальные услуги
729,11,6,5926.39,Одежда
730,11,6,2854.11,Прочее
731,11,6,5817.52,Одежда
732,11,7,2146.28,Транспорт
733,11,7,1809.35,Здоровье
734,11,7,2394.43,Развлечения
735,11,7,1683.96,Продукты
736,11,7,6949.39,Рестораны
737,11,7,6960.76,Коммунальные услуги
738,11,7,28653.05,Путешествия
739,11,7,5414.91,Здоровье
740,11,7,10129.25,Коммунальные услуги
741,11,7,2696.15,Продукты
742,11,8,4460.1,Прочее
743,11,8,1349.81,Транспорт
744,11,8,3165.67,Развлечения
745,11,8,5302.12,Коммунальные услуги
746,11,8,7815.77,Одежда
747,11,8,4259.53,Продукты
748,11,8,5998.53,Продукты
749,11,9,6260.69,Одежда
750,11,10,2326.29,Здоровье
751,11,10,5744.39,Рестораны
752,11,10,2404.62,Рестораны
753,11,10,7550.21,Здоровье
754,11,10,1720.75,Продукты
755,11,10,2794.02,Транспорт
756,11,11,2854.81,Рестораны
757,11,11,4991.21,Коммунальные услуги
758,11,11,1929.25,Здоровье
759,11,11,5751.34,Здоровье
760,11,11,2706.04,Развлечения
761,11,11,4145.51,Образование
762,11,11,8264.77,Образование
763,11,11,585.28,Транспорт
764,11,11,21026.5,Путешествия
765,11,12,4793.37,Рестораны
766,11,12,2071.63,Продукты
767,11,12,1716.25,Развлечения
768,12,1,19870.48,Путешествия
769,12,1,2781.06,Продукты
770,12,1,2042.01,Рестораны
771,12,1,15376.66,Образование
772,12,2,14567.31,Одежда
773,12,2,4612.1,Здоровье
774,12,2,6588.84,Продукты
775,12,2,4403.88,Продукты
776,12,2,28622.79,Путешествия
777,12,2,9176.88,Продукты
778,12,2,3891.99,Одежда
779,12,2,18481.51,Одежда
780,12,2,16816.26,Образование
781,12,3,4264.86,Продукты
782,12,3,10504.4,Коммунальные услуги
783,12,3,4356.87,Рестораны
784,12,3,2307.5,Продукты
785,12,3,3736.54,Рестораны
786,12,3,2744.9,Продукты
787,12,3,4706.56,Коммунальные услуги
788,12,3,4960.5,Образование
789,12,3,51554.66,Путешествия
790,12,4,2997.91,Транспорт
791,12,4,15570.92,Коммунальные услуги
792,12,4,7450.16,Здоровье
793,12,4,8041.39,Одежда
794,12,4,24574.21,Путешествия
795,12,4,1317.52,Прочее
796,12,4,4935.57,Одежда
797,12,4,1494.05,Продукты
798,12,4,2253.76,Развлечения
799,12,5,4895.39,Продукты
800,12,5,2463.25,Продукты
801,12,6,2655.17,Продукты
802,12,6,3019.9,Продукты
803,12,6,937.41,Транспорт
804,12,7,5153.42,Развлечения
805,12,7,4916.25,Развлечения
806,12,7,13122.98,Путешествия
807,12,7,2837.83,Развлечения
808,12,7,2646.42,Рестораны
809,12,7,2869.79,Развлечения
810,12,7,5143.92,Продукты
811,12,8,8045.5,Путешествия
812,12,8,4567.27,Здоровье
813,12,8,2903.71,Развлечения
814,12,8,3707.25,Продукты
815,12,8,46621.43,Путешествия
816,12,8,1968.06,Развлечения
817,12,8,1747.71,Продукты
818,12,8,14140.36,Коммунальные услуги
819,12,9,1417.23,Транспорт
820,12,9,2245.42,Транспорт
821,12,9,6752.84,Коммунальные услуги
822,12,9,3348.04,Продукты
823,12,9,24592.25,Путешествия
824,12,9,15027.53,Прочее
825,12,10,2365.23,Транспорт
826,12,10,5603.88,Продукты
827,12,10,20302.75,Путешествия
828,12,10,1798.81,Продукты
829,12,10,3742.13,Продукты
830,12,10,938.38,Транспорт
